genome,asset
arabidopsis_thaliana-ncbi-build91,star_index
arabidopsis_thaliana-ncbi-build91,suffixerator_index
arabidopsis_thaliana-ncbi-build91,tallymer_index
arabidopsis_thaliana-ncbi-build91,tgMap
arabidopsis_thaliana-ncbi-build91,bowtie2_index_extra
bacillus_cereus_atcc_10987-ncbi-2004-02-13,bismark_bt1_index
bacillus_cereus_atcc_10987-ncbi-2004-02-13,bismark_bt2_index
bacillus_cereus_atcc_10987-ncbi-2004-02-13,blacklist
bacillus_cereus_atcc_10987-ncbi-2004-02-13,bowtie2_index
bacillus_cereus_atcc_10987-ncbi-2004-02-13,bwa_index
bacillus_cereus_atcc_10987-ncbi-2004-02-13,cellranger_reference
bacillus_cereus_atcc_10987-ncbi-2004-02-13,dbnsfp
bacillus_cereus_atcc_10987-ncbi-2004-02-13,dbsnp
bacillus_cereus_atcc_10987-ncbi-2004-02-13,ensembl_gtf
bacillus_cereus_atcc_10987-ncbi-2004-02-13,ensembl_rb
bacillus_cereus_atcc_10987-ncbi-2004-02-13,epilog_index
bacillus_cereus_atcc_10987-ncbi-2004-02-13,fasta
bacillus_cereus_atcc_10987-ncbi-2004-02-13,fasta_txome
bacillus_cereus_atcc_10987-ncbi-2004-02-13,feat_annotation
bacillus_cereus_atcc_10987-ncbi-2004-02-13,kallisto_index
bacillus_cereus_atcc_10987-ncbi-2004-02-13,refgene_anno
bacillus_cereus_atcc_10987-ncbi-2004-02-13,salmon_index
bacillus_cereus_atcc_10987-ncbi-2004-02-13,salmon_partial_sa_index
bacillus_cereus_atcc_10987-ncbi-2004-02-13,salmon_sa_index
bacillus_cereus_atcc_10987-ncbi-2004-02-13,star_index
bacillus_cereus_atcc_10987-ncbi-2004-02-13,suffixerator_index
bacillus_cereus_atcc_10987-ncbi-2004-02-13,tallymer_index
bacillus_cereus_atcc_10987-ncbi-2004-02-13,tgMap
bacillus_cereus_atcc_10987-ncbi-2004-02-13,bowtie2_index_extra
bacillus_subtilis_168-ensembl-eb2,bismark_bt1_index
bacillus_subtilis_168-ensembl-eb2,bismark_bt2_index
bacillus_subtilis_168-ensembl-eb2,blacklist
bacillus_subtilis_168-ensembl-eb2,bowtie2_index
bacillus_subtilis_168-ensembl-eb2,bwa_index
bacillus_subtilis_168-ensembl-eb2,cellranger_reference
bacillus_subtilis_168-ensembl-eb2,dbnsfp
bacillus_subtilis_168-ensembl-eb2,dbsnp
bacillus_subtilis_168-ensembl-eb2,ensembl_gtf
bacillus_subtilis_168-ensembl-eb2,ensembl_rb
bacillus_subtilis_168-ensembl-eb2,epilog_index
bacillus_subtilis_168-ensembl-eb2,fasta
bacillus_subtilis_168-ensembl-eb2,fasta_txome
bacillus_subtilis_168-ensembl-eb2,feat_annotation
bacillus_subtilis_168-ensembl-eb2,gtf
bacillus_subtilis_168-ensembl-eb2,kallisto_index
bacillus_subtilis_168-ensembl-eb2,refgene_anno
bacillus_subtilis_168-ensembl-eb2,salmon_index
bacillus_subtilis_168-ensembl-eb2,salmon_partial_sa_index
bacillus_subtilis_168-ensembl-eb2,salmon_sa_index
bacillus_subtilis_168-ensembl-eb2,star_index
bacillus_subtilis_168-ensembl-eb2,suffixerator_index
bacillus_subtilis_168-ensembl-eb2,tallymer_index
bacillus_subtilis_168-ensembl-eb2,tgMap
bacillus_subtilis_168-ensembl-eb2,bowtie2_index_extra
bos_taurus-ensembl-btau_40,bismark_bt1_index
bos_taurus-ensembl-btau_40,bismark_bt2_index
bos_taurus-ensembl-btau_40,blacklist
bos_taurus-ensembl-btau_40,bowtie2_index
bos_taurus-ensembl-btau_40,bwa_index
bos_taurus-ensembl-btau_40,cellranger_reference
bos_taurus-ensembl-btau_40,dbnsfp
bos_taurus-ensembl-btau_40,dbsnp
bos_taurus-ensembl-btau_40,ensembl_gtf
bos_taurus-ensembl-btau_40,ensembl_rb
bos_taurus-ensembl-btau_40,epilog_index
bos_taurus-ensembl-btau_40,fasta
bos_taurus-ensembl-btau_40,fasta_txome
bos_taurus-ensembl-btau_40,feat_annotation
bos_taurus-ensembl-btau_40,gtf
bos_taurus-ensembl-btau_40,kallisto_index
bos_taurus-ensembl-btau_40,refgene_anno
bos_taurus-ensembl-btau_40,salmon_index
bos_taurus-ensembl-btau_40,salmon_partial_sa_index
bos_taurus-ensembl-btau_40,salmon_sa_index
bos_taurus-ensembl-btau_40,star_index
bos_taurus-ensembl-btau_40,suffixerator_index
bos_taurus-ensembl-btau_40,tallymer_index
bos_taurus-ensembl-btau_40,tgMap
bos_taurus-ensembl-btau_40,bowtie2_index_extra
bos_taurus-ensembl-umd31,bismark_bt1_index
bos_taurus-ensembl-umd31,bismark_bt2_index
bos_taurus-ensembl-umd31,blacklist
bos_taurus-ensembl-umd31,bowtie2_index
bos_taurus-ensembl-umd31,bwa_index
bos_taurus-ensembl-umd31,cellranger_reference
bos_taurus-ensembl-umd31,dbnsfp
bos_taurus-ensembl-umd31,dbsnp
bos_taurus-ensembl-umd31,ensembl_gtf
bos_taurus-ensembl-umd31,ensembl_rb
bos_taurus-ensembl-umd31,epilog_index
bos_taurus-ensembl-umd31,fasta
bos_taurus-ensembl-umd31,fasta_txome
bos_taurus-ensembl-umd31,feat_annotation
bos_taurus-ensembl-umd31,gtf
bos_taurus-ensembl-umd31,kallisto_index
bos_taurus-ensembl-umd31,refgene_anno
bos_taurus-ensembl-umd31,salmon_index
bos_taurus-ensembl-umd31,salmon_partial_sa_index
bos_taurus-ensembl-umd31,salmon_sa_index
bos_taurus-ensembl-umd31,star_index
bos_taurus-ensembl-umd31,suffixerator_index
bos_taurus-ensembl-umd31,tallymer_index
bos_taurus-ensembl-umd31,tgMap
bos_taurus-ensembl-umd31,bowtie2_index_extra
bos_taurus-ncbi-btau_42,bismark_bt1_index
bos_taurus-ncbi-btau_42,bismark_bt2_index
bos_taurus-ncbi-btau_42,blacklist
bos_taurus-ncbi-btau_42,bowtie2_index
bos_taurus-ncbi-btau_42,bwa_index
bos_taurus-ncbi-btau_42,cellranger_reference
bos_taurus-ncbi-btau_42,dbnsfp
bos_taurus-ncbi-btau_42,dbsnp
bos_taurus-ncbi-btau_42,ensembl_gtf
bos_taurus-ncbi-btau_42,ensembl_rb
bos_taurus-ncbi-btau_42,epilog_index
bos_taurus-ncbi-btau_42,fasta
bos_taurus-ncbi-btau_42,fasta_txome
bos_taurus-ncbi-btau_42,feat_annotation
bos_taurus-ncbi-btau_42,gtf
bos_taurus-ncbi-btau_42,kallisto_index
bos_taurus-ncbi-btau_42,refgene_anno
bos_taurus-ncbi-btau_42,salmon_index
bos_taurus-ncbi-btau_42,salmon_partial_sa_index
bos_taurus-ncbi-btau_42,salmon_sa_index
bos_taurus-ncbi-btau_42,star_index
bos_taurus-ncbi-btau_42,suffixerator_index
bos_taurus-ncbi-btau_42,tallymer_index
bos_taurus-ncbi-btau_42,tgMap
bos_taurus-ncbi-btau_42,bowtie2_index_extra
bos_taurus-ncbi-btau_461,bismark_bt1_index
bos_taurus-ncbi-btau_461,bismark_bt2_index
bos_taurus-ncbi-btau_461,blacklist
bos_taurus-ncbi-btau_461,bowtie2_index
bos_taurus-ncbi-btau_461,bwa_index
bos_taurus-ncbi-btau_461,cellranger_reference
bos_taurus-ncbi-btau_461,dbnsfp
bos_taurus-ncbi-btau_461,dbsnp
bos_taurus-ncbi-btau_461,ensembl_gtf
bos_taurus-ncbi-btau_461,ensembl_rb
bos_taurus-ncbi-btau_461,epilog_index
bos_taurus-ncbi-btau_461,fasta
bos_taurus-ncbi-btau_461,fasta_txome
bos_taurus-ncbi-btau_461,feat_annotation
bos_taurus-ncbi-btau_461,gtf
bos_taurus-ncbi-btau_461,kallisto_index
bos_taurus-ncbi-btau_461,refgene_anno
bos_taurus-ncbi-btau_461,salmon_index
bos_taurus-ncbi-btau_461,salmon_partial_sa_index
bos_taurus-ncbi-btau_461,salmon_sa_index
bos_taurus-ncbi-btau_461,star_index
bos_taurus-ncbi-btau_461,suffixerator_index
bos_taurus-ncbi-btau_461,tallymer_index
bos_taurus-ncbi-btau_461,tgMap
bos_taurus-ncbi-btau_461,bowtie2_index_extra
bos_taurus-ncbi-umd_311,bismark_bt1_index
bos_taurus-ncbi-umd_311,bismark_bt2_index
bos_taurus-ncbi-umd_311,blacklist
bos_taurus-ncbi-umd_311,bowtie2_index
bos_taurus-ncbi-umd_311,bwa_index
bos_taurus-ncbi-umd_311,cellranger_reference
bos_taurus-ncbi-umd_311,dbnsfp
bos_taurus-ncbi-umd_311,dbsnp
bos_taurus-ncbi-umd_311,ensembl_gtf
bos_taurus-ncbi-umd_311,ensembl_rb
bos_taurus-ncbi-umd_311,epilog_index
bos_taurus-ncbi-umd_311,fasta
bos_taurus-ncbi-umd_311,fasta_txome
bos_taurus-ncbi-umd_311,feat_annotation
bos_taurus-ncbi-umd_311,gtf
bos_taurus-ncbi-umd_311,kallisto_index
bos_taurus-ncbi-umd_311,refgene_anno
bos_taurus-ncbi-umd_311,salmon_index
bos_taurus-ncbi-umd_311,salmon_partial_sa_index
bos_taurus-ncbi-umd_311,salmon_sa_index
bos_taurus-ncbi-umd_311,star_index
bos_taurus-ncbi-umd_311,suffixerator_index
bos_taurus-ncbi-umd_311,tallymer_index
bos_taurus-ncbi-umd_311,tgMap
bos_taurus-ncbi-umd_311,bowtie2_index_extra
bos_taurus-ncbi-umd_31,bismark_bt1_index
bos_taurus-ncbi-umd_31,bismark_bt2_index
bos_taurus-ncbi-umd_31,blacklist
bos_taurus-ncbi-umd_31,bowtie2_index
bos_taurus-ncbi-umd_31,bwa_index
bos_taurus-ncbi-umd_31,cellranger_reference
bos_taurus-ncbi-umd_31,dbnsfp
bos_taurus-ncbi-umd_31,dbsnp
bos_taurus-ncbi-umd_31,ensembl_gtf
bos_taurus-ncbi-umd_31,ensembl_rb
bos_taurus-ncbi-umd_31,epilog_index
bos_taurus-ncbi-umd_31,fasta
bos_taurus-ncbi-umd_31,fasta_txome
bos_taurus-ncbi-umd_31,feat_annotation
bos_taurus-ncbi-umd_31,gtf
bos_taurus-ncbi-umd_31,kallisto_index
bos_taurus-ncbi-umd_31,refgene_anno
bos_taurus-ncbi-umd_31,salmon_index
bos_taurus-ncbi-umd_31,salmon_partial_sa_index
bos_taurus-ncbi-umd_31,salmon_sa_index
bos_taurus-ncbi-umd_31,star_index
bos_taurus-ncbi-umd_31,suffixerator_index
bos_taurus-ncbi-umd_31,tallymer_index
bos_taurus-ncbi-umd_31,tgMap
bos_taurus-ncbi-umd_31,bowtie2_index_extra
bos_taurus-ucsc-bostau4,bismark_bt1_index
bos_taurus-ucsc-bostau4,bismark_bt2_index
bos_taurus-ucsc-bostau4,blacklist
bos_taurus-ucsc-bostau4,bowtie2_index
bos_taurus-ucsc-bostau4,bwa_index
bos_taurus-ucsc-bostau4,cellranger_reference
bos_taurus-ucsc-bostau4,dbnsfp
bos_taurus-ucsc-bostau4,dbsnp
bos_taurus-ucsc-bostau4,ensembl_gtf
bos_taurus-ucsc-bostau4,ensembl_rb
bos_taurus-ucsc-bostau4,epilog_index
bos_taurus-ucsc-bostau4,fasta
bos_taurus-ucsc-bostau4,fasta_txome
bos_taurus-ucsc-bostau4,feat_annotation
bos_taurus-ucsc-bostau4,gtf
bos_taurus-ucsc-bostau4,kallisto_index
bos_taurus-ucsc-bostau4,refgene_anno
bos_taurus-ucsc-bostau4,salmon_index
bos_taurus-ucsc-bostau4,salmon_partial_sa_index
bos_taurus-ucsc-bostau4,salmon_sa_index
bos_taurus-ucsc-bostau4,star_index
bos_taurus-ucsc-bostau4,suffixerator_index
bos_taurus-ucsc-bostau4,tallymer_index
bos_taurus-ucsc-bostau4,tgMap
bos_taurus-ucsc-bostau4,bowtie2_index_extra
bos_taurus-ucsc-bostau6,bismark_bt1_index
bos_taurus-ucsc-bostau6,bismark_bt2_index
bos_taurus-ucsc-bostau6,blacklist
bos_taurus-ucsc-bostau6,bowtie2_index
bos_taurus-ucsc-bostau6,bwa_index
bos_taurus-ucsc-bostau6,cellranger_reference
bos_taurus-ucsc-bostau6,dbnsfp
bos_taurus-ucsc-bostau6,dbsnp
bos_taurus-ucsc-bostau6,ensembl_gtf
bos_taurus-ucsc-bostau6,ensembl_rb
bos_taurus-ucsc-bostau6,epilog_index
bos_taurus-ucsc-bostau6,fasta
bos_taurus-ucsc-bostau6,fasta_txome
bos_taurus-ucsc-bostau6,feat_annotation
bos_taurus-ucsc-bostau6,gtf
bos_taurus-ucsc-bostau6,kallisto_index
bos_taurus-ucsc-bostau6,refgene_anno
bos_taurus-ucsc-bostau6,salmon_index
bos_taurus-ucsc-bostau6,salmon_partial_sa_index
bos_taurus-ucsc-bostau6,salmon_sa_index
bos_taurus-ucsc-bostau6,star_index
bos_taurus-ucsc-bostau6,suffixerator_index
bos_taurus-ucsc-bostau6,tallymer_index
bos_taurus-ucsc-bostau6,tgMap
bos_taurus-ucsc-bostau6,bowtie2_index_extra
bos_taurus-ucsc-bostau7,bismark_bt1_index
bos_taurus-ucsc-bostau7,bismark_bt2_index
bos_taurus-ucsc-bostau7,blacklist
bos_taurus-ucsc-bostau7,bowtie2_index
bos_taurus-ucsc-bostau7,bwa_index
bos_taurus-ucsc-bostau7,cellranger_reference
bos_taurus-ucsc-bostau7,dbnsfp
bos_taurus-ucsc-bostau7,dbsnp
bos_taurus-ucsc-bostau7,ensembl_gtf
bos_taurus-ucsc-bostau7,ensembl_rb
bos_taurus-ucsc-bostau7,epilog_index
bos_taurus-ucsc-bostau7,fasta
bos_taurus-ucsc-bostau7,fasta_txome
bos_taurus-ucsc-bostau7,feat_annotation
bos_taurus-ucsc-bostau7,gtf
bos_taurus-ucsc-bostau7,kallisto_index
bos_taurus-ucsc-bostau7,refgene_anno
bos_taurus-ucsc-bostau7,salmon_index
bos_taurus-ucsc-bostau7,salmon_partial_sa_index
bos_taurus-ucsc-bostau7,salmon_sa_index
bos_taurus-ucsc-bostau7,star_index
bos_taurus-ucsc-bostau7,suffixerator_index
bos_taurus-ucsc-bostau7,tallymer_index
bos_taurus-ucsc-bostau7,tgMap
bos_taurus-ucsc-bostau7,bowtie2_index_extra
bos_taurus-ucsc-bostau8,bismark_bt1_index
bos_taurus-ucsc-bostau8,bismark_bt2_index
bos_taurus-ucsc-bostau8,blacklist
bos_taurus-ucsc-bostau8,bowtie2_index
bos_taurus-ucsc-bostau8,bwa_index
bos_taurus-ucsc-bostau8,cellranger_reference
bos_taurus-ucsc-bostau8,dbnsfp
bos_taurus-ucsc-bostau8,dbsnp
bos_taurus-ucsc-bostau8,ensembl_gtf
bos_taurus-ucsc-bostau8,ensembl_rb
bos_taurus-ucsc-bostau8,epilog_index
bos_taurus-ucsc-bostau8,fasta
bos_taurus-ucsc-bostau8,fasta_txome
bos_taurus-ucsc-bostau8,feat_annotation
bos_taurus-ucsc-bostau8,gtf
bos_taurus-ucsc-bostau8,kallisto_index
bos_taurus-ucsc-bostau8,refgene_anno
bos_taurus-ucsc-bostau8,salmon_index
bos_taurus-ucsc-bostau8,salmon_partial_sa_index
bos_taurus-ucsc-bostau8,salmon_sa_index
bos_taurus-ucsc-bostau8,star_index
bos_taurus-ucsc-bostau8,suffixerator_index
bos_taurus-ucsc-bostau8,tallymer_index
bos_taurus-ucsc-bostau8,tgMap
bos_taurus-ucsc-bostau8,bowtie2_index_extra
caenorhabditis_elegans-ensembl-wbcel215,bismark_bt1_index
caenorhabditis_elegans-ensembl-wbcel215,bismark_bt2_index
caenorhabditis_elegans-ensembl-wbcel215,blacklist
caenorhabditis_elegans-ensembl-wbcel215,bowtie2_index
caenorhabditis_elegans-ensembl-wbcel215,bwa_index
caenorhabditis_elegans-ensembl-wbcel215,cellranger_reference
caenorhabditis_elegans-ensembl-wbcel215,dbnsfp
caenorhabditis_elegans-ensembl-wbcel215,dbsnp
caenorhabditis_elegans-ensembl-wbcel215,ensembl_gtf
caenorhabditis_elegans-ensembl-wbcel215,ensembl_rb
caenorhabditis_elegans-ensembl-wbcel215,epilog_index
caenorhabditis_elegans-ensembl-wbcel215,fasta
caenorhabditis_elegans-ensembl-wbcel215,fasta_txome
caenorhabditis_elegans-ensembl-wbcel215,feat_annotation
caenorhabditis_elegans-ensembl-wbcel215,gtf
caenorhabditis_elegans-ensembl-wbcel215,kallisto_index
caenorhabditis_elegans-ensembl-wbcel215,refgene_anno
caenorhabditis_elegans-ensembl-wbcel215,salmon_index
caenorhabditis_elegans-ensembl-wbcel215,salmon_partial_sa_index
caenorhabditis_elegans-ensembl-wbcel215,salmon_sa_index
caenorhabditis_elegans-ensembl-wbcel215,star_index
caenorhabditis_elegans-ensembl-wbcel215,suffixerator_index
caenorhabditis_elegans-ensembl-wbcel215,tallymer_index
caenorhabditis_elegans-ensembl-wbcel215,tgMap
caenorhabditis_elegans-ensembl-wbcel215,bowtie2_index_extra
caenorhabditis_elegans-ensembl-wbcel235,bismark_bt1_index
caenorhabditis_elegans-ensembl-wbcel235,bismark_bt2_index
caenorhabditis_elegans-ensembl-wbcel235,blacklist
caenorhabditis_elegans-ensembl-wbcel235,bowtie2_index
caenorhabditis_elegans-ensembl-wbcel235,bwa_index
caenorhabditis_elegans-ensembl-wbcel235,cellranger_reference
caenorhabditis_elegans-ensembl-wbcel235,dbnsfp
caenorhabditis_elegans-ensembl-wbcel235,dbsnp
caenorhabditis_elegans-ensembl-wbcel235,ensembl_gtf
caenorhabditis_elegans-ensembl-wbcel235,ensembl_rb
caenorhabditis_elegans-ensembl-wbcel235,epilog_index
caenorhabditis_elegans-ensembl-wbcel235,fasta
caenorhabditis_elegans-ensembl-wbcel235,fasta_txome
caenorhabditis_elegans-ensembl-wbcel235,feat_annotation
caenorhabditis_elegans-ensembl-wbcel235,gtf
caenorhabditis_elegans-ensembl-wbcel235,kallisto_index
caenorhabditis_elegans-ensembl-wbcel235,refgene_anno
caenorhabditis_elegans-ensembl-wbcel235,salmon_index
caenorhabditis_elegans-ensembl-wbcel235,salmon_partial_sa_index
caenorhabditis_elegans-ensembl-wbcel235,salmon_sa_index
caenorhabditis_elegans-ensembl-wbcel235,star_index
caenorhabditis_elegans-ensembl-wbcel235,suffixerator_index
caenorhabditis_elegans-ensembl-wbcel235,tallymer_index
caenorhabditis_elegans-ensembl-wbcel235,tgMap
caenorhabditis_elegans-ensembl-wbcel235,bowtie2_index_extra
caenorhabditis_elegans-ensembl-ws210,bismark_bt1_index
caenorhabditis_elegans-ensembl-ws210,bismark_bt2_index
caenorhabditis_elegans-ensembl-ws210,blacklist
caenorhabditis_elegans-ensembl-ws210,bowtie2_index
caenorhabditis_elegans-ensembl-ws210,bwa_index
caenorhabditis_elegans-ensembl-ws210,cellranger_reference
caenorhabditis_elegans-ensembl-ws210,dbnsfp
caenorhabditis_elegans-ensembl-ws210,dbsnp
caenorhabditis_elegans-ensembl-ws210,ensembl_gtf
caenorhabditis_elegans-ensembl-ws210,ensembl_rb
caenorhabditis_elegans-ensembl-ws210,epilog_index
caenorhabditis_elegans-ensembl-ws210,fasta
caenorhabditis_elegans-ensembl-ws210,fasta_txome
caenorhabditis_elegans-ensembl-ws210,feat_annotation
caenorhabditis_elegans-ensembl-ws210,gtf
caenorhabditis_elegans-ensembl-ws210,kallisto_index
caenorhabditis_elegans-ensembl-ws210,refgene_anno
caenorhabditis_elegans-ensembl-ws210,salmon_index
caenorhabditis_elegans-ensembl-ws210,salmon_partial_sa_index
caenorhabditis_elegans-ensembl-ws210,salmon_sa_index
caenorhabditis_elegans-ensembl-ws210,star_index
caenorhabditis_elegans-ensembl-ws210,suffixerator_index
caenorhabditis_elegans-ensembl-ws210,tallymer_index
caenorhabditis_elegans-ensembl-ws210,tgMap
caenorhabditis_elegans-ensembl-ws210,bowtie2_index_extra
caenorhabditis_elegans-ensembl-ws220,bismark_bt1_index
caenorhabditis_elegans-ensembl-ws220,bismark_bt2_index
caenorhabditis_elegans-ensembl-ws220,blacklist
caenorhabditis_elegans-ensembl-ws220,bowtie2_index
caenorhabditis_elegans-ensembl-ws220,bwa_index
caenorhabditis_elegans-ensembl-ws220,cellranger_reference
caenorhabditis_elegans-ensembl-ws220,dbnsfp
caenorhabditis_elegans-ensembl-ws220,dbsnp
caenorhabditis_elegans-ensembl-ws220,ensembl_gtf
caenorhabditis_elegans-ensembl-ws220,ensembl_rb
caenorhabditis_elegans-ensembl-ws220,epilog_index
caenorhabditis_elegans-ensembl-ws220,fasta
caenorhabditis_elegans-ensembl-ws220,fasta_txome
caenorhabditis_elegans-ensembl-ws220,feat_annotation
caenorhabditis_elegans-ensembl-ws220,gtf
caenorhabditis_elegans-ensembl-ws220,kallisto_index
caenorhabditis_elegans-ensembl-ws220,refgene_anno
caenorhabditis_elegans-ensembl-ws220,salmon_index
caenorhabditis_elegans-ensembl-ws220,salmon_partial_sa_index
caenorhabditis_elegans-ensembl-ws220,salmon_sa_index
caenorhabditis_elegans-ensembl-ws220,star_index
caenorhabditis_elegans-ensembl-ws220,suffixerator_index
caenorhabditis_elegans-ensembl-ws220,tallymer_index
caenorhabditis_elegans-ensembl-ws220,tgMap
caenorhabditis_elegans-ensembl-ws220,bowtie2_index_extra
caenorhabditis_elegans-ncbi-ws190,bismark_bt1_index
caenorhabditis_elegans-ncbi-ws190,bismark_bt2_index
caenorhabditis_elegans-ncbi-ws190,blacklist
caenorhabditis_elegans-ncbi-ws190,bowtie2_index
caenorhabditis_elegans-ncbi-ws190,bwa_index
caenorhabditis_elegans-ncbi-ws190,cellranger_reference
caenorhabditis_elegans-ncbi-ws190,dbnsfp
caenorhabditis_elegans-ncbi-ws190,dbsnp
caenorhabditis_elegans-ncbi-ws190,ensembl_gtf
caenorhabditis_elegans-ncbi-ws190,ensembl_rb
caenorhabditis_elegans-ncbi-ws190,epilog_index
caenorhabditis_elegans-ncbi-ws190,fasta
caenorhabditis_elegans-ncbi-ws190,fasta_txome
caenorhabditis_elegans-ncbi-ws190,feat_annotation
caenorhabditis_elegans-ncbi-ws190,gtf
caenorhabditis_elegans-ncbi-ws190,kallisto_index
caenorhabditis_elegans-ncbi-ws190,refgene_anno
caenorhabditis_elegans-ncbi-ws190,salmon_index
caenorhabditis_elegans-ncbi-ws190,salmon_partial_sa_index
caenorhabditis_elegans-ncbi-ws190,salmon_sa_index
caenorhabditis_elegans-ncbi-ws190,star_index
caenorhabditis_elegans-ncbi-ws190,suffixerator_index
caenorhabditis_elegans-ncbi-ws190,tallymer_index
caenorhabditis_elegans-ncbi-ws190,tgMap
